,Pull Request Number,Pull Request State,Pull Request Body,Number of files changed,File Names,Number of Commits,Commit Messages,Commits Data,Review Comments
73,416,open,"Hi! there, :slightly_smiling_face:

this PR simplifies code contributions by fully automating the setup with Gitpod  (A free online VS Code like IDE) for contributing.

With a single click, it'll launch a workspace and automatically:

- clone the javascript-algorithms repo.
- install the dependencies.


You can give it a try on my fork of the repo: https://gitpod.io/#https://github.com/nisarhassan12/javascript-algorithms

![image](https://user-images.githubusercontent.com/46004116/67198217-fe563b00-f417-11e9-9e04-d180509185b6.png)

It seems to work well! Please let me know if there is anything that can be improved. I would love to help :)",10,"['.gitpod.yml', 'README.es-ES.md', 'README.fr-FR.md', 'README.ja-JP.md', 'README.ko-KR.md', 'README.md', 'README.pl-PL.md', 'README.pt-BR.md', 'README.zh-CN.md', 'README.zh-TW.md']",1,['Configures Gitpod.'],"{'Name': 'README.zh-TW.md', 'Line Additions': 4, 'Line Deletions': 0, 'Patch': '@@ -139,6 +139,10 @@ _Read this in other languages:_\n \n ## 如何使用本知識庫\n \n+您可以按照以下步驟在本地設置此存儲庫，也可以使用[gitpod.io](https://gitpod.io）這樣的免費在線VS-IDE等VS-Code，只需單擊一下，它將啟動一個即可編寫代碼的工作區 預先安裝了所有依賴項，這樣您就可以開始研究該項目，而不會在開發設置上浪費任何寶貴的時間。\n+\n+[![Open in Gitpod](https://gitpod.io/button/open-in-gitpod.svg)](https://gitpod.io/#https://github.com/trekhleb/javascript-algorithms)\n+\n **安裝所有必須套件**\n \n ```'}",[]
74,418,open,"## Fix#417
- Add additional korean document that unadded part

## change
- Update missing part of README.ko-KR.md 

## How Verified
### Notes
- N/A

### References
- https://www.diffchecker.com/wuvG4rka",1,['README.ko-KR.md'],1,['Add: additional korean document that unadded part'],"{'Name': 'README.ko-KR.md', 'Line Additions': 22, 'Line Deletions': 6, 'Patch': ""@@ -32,7 +32,7 @@ _Read this in other languages:_\n * `B` [큐](src/data-structures/queue)\n * `B` [스택](src/data-structures/stack)\n * `B` [해시 테이블](src/data-structures/hash-table)\n-* `B` [힙](src/data-structures/heap)\n+* `B` [힙](src/data-structures/heap) - 최대와 최소 힙\n * `B` [우선순위 큐](src/data-structures/priority-queue)\n * `A` [트라이](src/data-structures/trie)\n * `A` [트리](src/data-structures/tree)\n@@ -57,15 +57,20 @@ _Read this in other languages:_\n * **Math**\n   * `B` [Bit Manipulation](src/algorithms/math/bits) - set/get/update/clear bits, 2의 곱 / 나누기, 음수로 만들기 etc.\n   * `B` [팩토리얼](src/algorithms/math/factorial) \n-  * `B` [피보나치 수](src/algorithms/math/fibonacci)\n+  * `B` [피보나치 수](src/algorithms/math/fibonacci) - 고전적인 closed-from 버전\n   * `B` [소수 판별](src/algorithms/math/primality-test) (trial division 방식)\n   * `B` [유클리드 호제법](src/algorithms/math/euclidean-algorithm) - 최대공약수 (GCD)\n-  * `B` [최소 공배수](src/algorithms/math/least-common-multiple) - LCM\n+  * `B` [최소 공배수](src/algorithms/math/least-common-multiple) - (LCM)\n   * `B` [에라토스테네스의 체](src/algorithms/math/sieve-of-eratosthenes) - 특정수 이하의 모든 소수 찾기\n   * `B` [2의 거듭제곱 판별법](src/algorithms/math/is-power-of-two) - 어떤 수가 2의 거듭제곱인지 판별 (naive 와 bitwise 알고리즘)\n   * `B` [파스칼 삼각형](src/algorithms/math/pascal-triangle)\n-  * `A` [자연수 분할](src/algorithms/math/integer-partition)\n+  * `A` [자연수 분할](src/algorithms/math/integer-partition) - 복소수와 기본연산\n+  * `B` [Radian & Degree](src/algorithms/math/radian) - 라디안에서 60분법으로 그리고 60분법에서 라디안으로\n+  * `B` [빠른 제곱](src/algorithms/math/fast-powering)\t\t\n+  * `A` [자연수의 분할](src/algorithms/math/integer-partition)\t\t\n+  * `A` [제곱근](src/algorithms/math/square-root) - Newton's method 사용\n   * `A` [리우 후이 π 알고리즘](src/algorithms/math/liu-hui) - N-각형을 기반으로 π 근사치 구하기\n+  * `A` [이산 푸리에 변환](src/algorithms/math/fourier-transform) - 시간의 함수(신호)를 그것을 구성하는 주파수로 분해한다.\n * **Sets**\n   * `B` [카티지언 프로덕트](src/algorithms/sets/cartesian-product) - 곱집합\n   * `B` [Fisher–Yates 셔플](src/algorithms/sets/fisher-yates) - 유한 시퀀스의 무작위 순열\n@@ -101,6 +106,9 @@ _Read this in other languages:_\n   * `B` [셸 정렬](src/algorithms/sorting/shell-sort)\n   * `B` [계수 정렬](src/algorithms/sorting/counting-sort)\n   * `B` [기수 정렬](src/algorithms/sorting/radix-sort)\n+* **Linked Lists**\t\t\n+  * `B` [Straight 순회](src/algorithms/linked-list/traversal)\t\t\n+  * `B` [Reverse 순회](src/algorithms/linked-list/reverse-traversal)\n * **Trees**\n   * `B` [깊이 우선 탐색](src/algorithms/tree/depth-first-search) (DFS)\n   * `B` [너비 우선 탐색](src/algorithms/tree/breadth-first-search) (BFS)\n@@ -120,12 +128,15 @@ _Read this in other languages:_\n   * `A` [해밀턴 경로](src/algorithms/graph/hamiltonian-cycle) - 모든 꼭짓점을 한번만 방문\n   * `A` [강결합 컴포넌트](src/algorithms/graph/strongly-connected-components) - Kosaraju의 알고리즘\n   * `A` [외판원 문제](src/algorithms/graph/travelling-salesman) - 각 도시를 다 방문하고 다시 출발점으로 돌아오는 최단 경로 찾기\n+* **Cryptography**\t\t\n+  * `B` [Polynomial hash](src/algorithms/cryptography/polynomial-hash) - 다항식을 기반으로 한 rolling hash 함수\n * **Uncategorized**\n   * `B` [하노이 탑](src/algorithms/uncategorized/hanoi-tower)\n   * `B` [정방 행렬 회전](src/algorithms/uncategorized/square-matrix-rotation) - 제자리(in-place) 알고리즘\n   * `B` [점프 게임](src/algorithms/uncategorized/jump-game) - 백트래킹, 동적계획법 (top-down + bottom-up), 탐욕 알고리즘 예제 \n   * `B` [Unique 경로](src/algorithms/uncategorized/unique-paths) - 백트래킹, 동적계획법, 파스칼 삼각형에 기반한 예제\n   * `B` [빗물 담기 문제](src/algorithms/uncategorized/rain-terraces) - trapping rain water problem (동적계획법, 브루트포스 버전)\n+  * `B` [재귀 계단 문제](src/algorithms/uncategorized/recursive-staircase) - 꼭대기 층에 도달하는 방법을 센다 (4개의 해답)\n   * `A` [N-Queens 문제](src/algorithms/uncategorized/n-queens)\n   * `A` [기사의 여행 문제](src/algorithms/uncategorized/knight-tour)\n \n@@ -136,8 +147,10 @@ _Read this in other languages:_\n * **브루트 포스(Brute Force)** - 가능한 모든 경우를 탐색한 뒤 최적을 찾아내는 방식입니다.\n   * `B` [선형 탐색](src/algorithms/search/linear-search)\n   * `B` [빗물 담기 문제](src/algorithms/uncategorized/rain-terraces) - trapping rain water problem\n+  * `B` [재귀 계단 문제](src/algorithms/uncategorized/recursive-staircase) - 꼭대기 층에 도달하는 방법을 센다\t\n   * `A` [최대 구간합](src/algorithms/sets/maximum-subarray)\n   * `A` [외판원 문제](src/algorithms/graph/travelling-salesman) - 각 도시를 다 방문하고 다시 출발점으로 돌아오는 최단 경로 찾기\n+  * `A` [이산 푸리에 변환](src/algorithms/math/fourier-transform) - 시간의 함수(신호)를 그것을 구성하는 주파수로 분해한다.\n * **탐욕 알고리즘(Greedy)** - 이후를 고려하지 않고 현재 시점에서 가장 최적인 선택을 하는 방식입니다.\n   * `B` [점프 게임](src/algorithms/uncategorized/jump-game)\n   * `A` [쪼갤수 있는 배낭 문제](src/algorithms/sets/knapsack-problem)\n@@ -154,13 +167,15 @@ _Read this in other languages:_\n   * `B` [트리 깊이 우선 탐색](src/algorithms/tree/depth-first-search) (DFS)\n   * `B` [그래프 깊이 우선 탐색](src/algorithms/graph/depth-first-search) (DFS)\n   * `B` [점프 게임](src/algorithms/uncategorized/jump-game)\n+  * `B` [빠른 제곱](src/algorithms/math/fast-powering)\t\n   * `A` [순열](src/algorithms/sets/permutations) (반복 유,무)\n   * `A` [조합](src/algorithms/sets/combinations) (반복 유,무)\n * **동적 계획법(Dynamic Programming)** - 이전에 찾은 결과를 이용하여 최종적으로 해결하는 방식입니다.\n   * `B` [피보나치 수](src/algorithms/math/fibonacci)\n   * `B` [점프 게임](src/algorithms/uncategorized/jump-game)\n   * `B` [Unique Paths](src/algorithms/uncategorized/unique-paths)\n   * `B` [빗물 담기 문제](src/algorithms/uncategorized/rain-terraces) - trapping rain water problem\n+  * `B` [재귀 계단 문제](src/algorithms/uncategorized/recursive-staircase) - 꼭대기 층에 도달하는 방법을 센다\t\n   * `A` [편집 거리](src/algorithms/string/levenshtein-distance) - 두 시퀀스 간의 최소 편집 거리\n   * `A` [최장 공통 부분 수열](src/algorithms/sets/longest-common-subsequence) (LCS)\n   * `A` [최장 공통 부분 문자열](src/algorithms/string/longest-common-substring)\n@@ -175,6 +190,7 @@ _Read this in other languages:_\n * **백트래킹(Backtracking)** - 모든 가능한 경우를 고려한다는 점에서 브루트 포스와 유사합니다. 하지만 다음 단계로 넘어갈때 마다 모든 조건을 만족했는지 확인하고 진행합니다. 만약 조건을 만족하지 못했다면 뒤로 돌아갑니다 (백트래킹). 그리고 다른 경로를 선택합니다. 보통 상태를  유지한 DFS 탐색을 많이 사용합니다.\n   * `B` [점프 게임](src/algorithms/uncategorized/jump-game)\n   * `B` [Unique Paths](src/algorithms/uncategorized/unique-paths)\n+  * `B` [멱집합](src/algorithms/sets/power-set) - 집합의 모든 부분집합\t\n   * `A` [해밀턴 경로](src/algorithms/graph/hamiltonian-cycle) - 모든 점을 한번씩 방문\n   * `A` [N-Queens 문제](src/algorithms/uncategorized/n-queens)\n   * `A` [기사의 여행](src/algorithms/uncategorized/knight-tour)\n@@ -222,9 +238,9 @@ npm test -- 'playground'\n \n [▶ Data Structures and Algorithms on YouTube](https://www.youtube.com/playlist?list=PLLXdhg_r2hKA7DPDsunoDZ-Z769jWn4R8)\n \n-### Big O 표기\n+### Big O 표기법\n \n-Big O 표기로 표시한 알고리즘의 증가 양상입니다.\n+*Big O 표기법*은 입력 크기가 커질수록 실행 시간이나 공간 요구사항이 증가하는 방식에 따라 알고리즘을 분류하는 데 사용됩니다. 아래의 차트에서 Big O 표기법으로 명시된 알고리즘의 가장 일반적인 증가지표를 발견할 수 있을 것입니다.\n \n ![Big O graphs](./assets/big-o-graph.png)\n ""}",[]
75,419,open,,1,['src/data-structures/stack/Stack.js'],1,['Update Stack.js'],"{'Name': 'src/data-structures/stack/Stack.js', 'Line Additions': 8, 'Line Deletions': 0, 'Patch': '@@ -56,6 +56,14 @@ export default class Stack {\n       .toArray()\n       .map(linkedListNode => linkedListNode.value);\n   }\n+  \n+  /**\n+   * @return {*}\n+   */\n+  length() {\n+    return this.linkedList\n+      .toArray().length\n+  }\n \n   /**\n    * @param {function} [callback]'}",[]
76,420,open,This PR updates the linearSearch algo with a more modern functional approach. ,1,['src/algorithms/search/linear-search/linearSearch.js'],1,['Update linearSearch with a more functional approach using reduce'],"{'Name': 'src/algorithms/search/linear-search/linearSearch.js', 'Line Additions': 5, 'Line Deletions': 7, 'Patch': ""@@ -10,13 +10,11 @@ import Comparator from '../../../utils/comparator/Comparator';\n  */\n export default function linearSearch(array, seekElement, comparatorCallback) {\n   const comparator = new Comparator(comparatorCallback);\n-  const foundIndices = [];\n \n-  array.forEach((element, index) => {\n-    if (comparator.equal(element, seekElement)) {\n-      foundIndices.push(index);\n+  return array.reduce((accumulator, currentValue, index) => {\n+    if (comparator.equal(currentValue, seekElement)) {\n+      accumulator.push(index);\n     }\n-  });\n-\n-  return foundIndices;\n+    return accumulator;\n+  }, []);\n }""}",[]
77,421,open,To provide a better and more detailed explanation for Big notation added big 0 notation explanation file that is detailed and linked it to the main Readme.md .,2,"['README.md', 'big-o-notation.Eng.md']",3,"['Added a better explain link for big 0 notation', 'Added english version explaination for Big 0 notation', ""Merge branch 'master' into better-explaination-Big0""]","{'Name': 'big-o-notation.Eng.md', 'Line Additions': 242, 'Line Deletions': 0, 'Patch': '@@ -0,0 +1,242 @@\n+# Big-0 Notation Primer\n+\n+> *O(1) is holy.* `~Hamid Tizhoosh`\n+\n+The Big-O notation measures the worst-case complexity of an algorithm. In Big-O\n+notation, n represents the number of inputs. The question asked with Big-O is the\n+following: “What will happen as n approaches infinity?”\n+\n+The figure below shows some common Big-O notations:\n+\n+![Big-0 graph](./assets/big-o-graph.png)\n+\n+## Constant time (O(1))\n+O(1) does not change with respect to input space. Hence, O(1) is referred to as being _constant time_.\n+An exmple of an of an O(1):\n+```javascript\n+function exampleConstantFunc(n) {\n+    return n*n;\n+}\n+```\n+\n+## Linear time (O(n))\n+\n+O(n) is *linear* time and applies to algorithms that must do *n* operations in the worst-case scenario.\n+most its just A simple basic loop that within it we perform constant time operations.\n+An exmple of an of an O(1):\n+```javascript\n+function exampleLinear(n) {\n+    for (var i = 0 ; i < n; i++ ) {\n+        console.log(i)\n+    }\n+}\n+```\n+\n+## Logarithmic time O(log(n))\n+\n+A Logarithmic time function is one in which the time of execution is proportional to the logarithm of the input size. \n+Consider the following example:\n+```javascript\n+function log(n) {\n+    for (let i = 1; i > n; i*=2) {\n+        const result = i;\n+        console.log(result);  \n+    }\n+}\n+```\n+\n+We can see that in any given iteration, the value of i = 2i, so in the nth iteration, the value of i= 2n. Also, we know that the value of i is always less than the size of the loop itself (N). \n+From that, we can deduce the following result:\n+2[^n] < N\n+log(2[^n]) < log(N)\n+n < log(N)\n+\n+From the preceding code, we can see that the number of iterations would always be less than the log on the input size. Hence, the worst-case time complexity of such an algorithm would be O(log(n)).\n+The efficiency of logarithmic time complexities is apparent with large inputs such as a million items.\n+\n+## Quadratic time(O(n^2))\n+\n+With quadratic time algorithms, we have now entered the dark side of the time complexity.\n+As the name suggests, the size of the input quadratically affects the running time of the algorithm. One common example is nested loops:\n+\n+```javascript\n+for (int i = 0; i <n; i += c) {\n+    for (int j = 0; j < n; j += c) {\n+    // some O(1) expressions\n+    }\n+}\n+```\n+\n+As you can see from the preceding example, for i = 0, the inner loop runs n times, and the same for i = 1, and i = 2, and so on. The inner loop always runs n times and is not dependent on the value of n, thus making the algorithms time complexity O(n<sup>2</sup>).\n+\n+## Polynomial time(O(n<sup>n</sup>))\n+\n+Polynomial time complexity is the running time complexity of algorithms, which runs to the order of n<sup>k</sup>. Quadratic time algorithms are certain types of polynomial time algorithms where k = 2. A very simple example of such an algorithm would be as follows:\n+\n+```javascript\n+\n+for (int i = 0; i <n; i += c) {\n+    for (int j = 0; j < n; j += c) {\n+        for (int k = 0; k < n; k += c) {\n+            // some O(1) expressions\n+        }\n+    }\n+}\n+\n+```\n+As you can see, this example is just an extension of the example in the quadratic time section. The worst case complexity of this case is O(n<sup>3</sup>).\n+As you can see, this example is just an extension of the example in the quadratic time\n+section. The worst case complexity of this case is O(n<sup>3</sup>).\n+\n+## Rules of Big-O Notation\n+\n+Let’s represent an algorithm’s complexity as f(n). n represents the number of inputs, f(n)time represents the time needed, and f(n)space represents the space (additional memory) needed for the algorithm. The goal of algorithm analysis is to understand the algorithm’s efficiency by calculating f(n).\n+However, it can be challenging to calculate f(n). Big-O notation provides some fundamental rules that help developers compute for f(n).\n+\n+### Coefficient Rule: “Get Rid of Constants”\n+\n+Let’s first review the coefficient rule. This rule is the easiest rule to understand. It simply requires you to ignore any non-input-size-related constants. Coefficients in Big-O are negligible with large input sizes. Therefore, this is the most important rule of Big-O notations.\n+> If f(n) is O(g(n)), then kf(n) is O(g(n)), for any constant k > 0.\n+\n+This means that both 5f(n) and f(n) have the same Big-O notation of O(f(n)).\n+Here is an example of a code block with a time complexity of O(n):\n+\n+```javascript\n+function a(n){\n+    var count =0;\n+    for (var i=0;i<n;i++){\n+        count+=1;\n+    }\n+    return count;\n+}\n+```\n+> This block of code has f(n) = n. This is because it adds to count n times. Therefore, this function is O(n) in time complexity:\n+```javascript\n+function a(n){\n+    var count =0;\n+    for (var i=0;i<5*n;i++){\n+        count+=1;\n+    }\n+    return count;\n+}\n+```\n+\n+This block has f(n) = 5n. This is because it runs from 0 to 5n.\n+However, the first two examples both have a Big-O notation of O(n). Simply put, this is because if n is close to infinity or another large number, those four additional operations are meaningless. \n+It is going to perform it n times. Any constants are negligible in Big-O notation.\n+\n+### Sum Rule: “Add Big-Os Up”\n+\n+The sum rule is intuitive to understand; time complexities can be added. Imagine a master algorithm that involves two other algorithms. The Big-O notation of that master algorithm is simply the sum of the other two Big-O notations.\n+> If f(n) is O(h(n)) and g(n) is O(p(n)), then f(n)+g(n) is O(h(n)+p(n)).\n+\n+It is important to remember to apply the coefficient rule after applying this rule.\n+The following code block demonstrates a function with two main loops whose time complexities must be considered independently and then summed:\n+\n+```javascript\n+function a(n){\n+    var count =0;\n+    for (var i=0; i<n; i++){\n+        count+=1;\n+    }\n+    for (var i=0; i<5*n; i++){\n+        count+=1;\n+    }\n+    return count;\n+}\n+```\n+\n+In this example, line 4 has f(n) = n, and line 7 has f(n) = 5n. This results in 6n.\n+However, when applying the coefficient rule, the final result is O(n) = n.\n+\n+### Product Rule: “Multiply Big-Os”\n+\n+The product rule simply states how Big-Os can be multiplied.\n+> If f(n) is O(h(n)) and g(n) is O(p(n)), then f(n)g(n) is O(h(n)p(n)).\n+The following code block demonstrates a function with two nested for loops for which the product rule is applied:\n+\n+```javascript\n+function (n){\n+    var count =0;\n+    for (var i=0; i<n; i++){\n+        count+=1;\n+        for (var i=0; i<5*n; i++){\n+            count+=1;\n+        }\n+    }\n+    return count;\n+}\n+```\n+\n+In this example, f(n) = 5n*n because line 7 runs 5n times for a total of n iterations.\n+Therefore, this results in a total of 5n<sup>2</sup> operations. Applying the coefficient rule, the result is that O(n)=n<sup>2</sup>\n+\n+### Polynomial Rule: “Big-O to the Power of k”\n+\n+The polynomial rule states that polynomial time complexities have a Big-O notation of the same polynomial degree.\n+Mathematically, it’s as follows:\n+> If f(n) is a polynomial of degree k, then f(n) is O(n<sup>k</sup>).\n+The following code block has only one for loop with quadratic time complexity:\n+```javascript\n+function a(n){\n+\n+    var count =0;\n+\n+    for (var i=0; i<n*n; i++){\n+        count+=1;\n+    }\n+    return count;\n+}\n+```\n+\n+In this example, f(n) = n<sup>2</sup> because line 4 runs n*n iterations.\n+\n+## Polynomial time complexity classes\n+\n+Now that we have started this conversation, most of the time complexity types that we have discussed here so far are of the O(n<sup>k</sup>) type, for example, it is a constant time complexity for n = 1, whereas it is quadratic complexity for k = 2.\n+The concept of polynomial time complexity leads us into a class of problems, which are defined based on the complexity of their solutions. The following are the types of classes:\n+* P: Any problem that can be solved in polynomial time O(n<sup>k</sup>).\n+* NP: Any problem that can be verified in polynomial time. There can exist problems (such as sudoku solving) that can be solved in non-deterministic polynomial time. If the solution to these problems can be verified in polynomial time, then the problem is classified as an NP-class problem. NP-class problems are a superset of the P-class problems.\n+* NP-Complete: Any NP problem that can be reduced as a function of another NP problem in polynomial time can be classified as an NP-Complete problem. This means that if we know the solution to a certain NP problem, then a solution to another NP problem can be derived in polynomial time.\n+* NP-Hard: A problem can be classified as an NP-Hard problem (H) if there exists an NP-Complete problem (C) that can be reduced to H in polynomial time.\n+\n+> In a majority of the real-world scenarios, we will encounter a lot of P and NP problems, a classic example of NP-class problem is Traveling Salesman, where a salesman wants to visit n number of cities to start and end his trip from his house. With a limited amount of gasoline and an upper limit on the total miles that can be driven, can the salesman visit all the cities without running out of gas?\n+\n+## Recursion and additive complexity\n+\n+Until now, we have seen some examples that are pretty straightforward: they all have a single loop or nested loops. However, a lot of times, there will be scenarios in which we will have to handle multiple loops/function calls/branches originating from the same algorithm.\n+Let us see an example of how we can calculate the complexity in that case?\n+\n+1. When we have subsequent loops/function calls, we will need to calculate the individual complexity of each step and then add them to get the overall complexity, as follows:\n+```javascript\n+ function xyz() {\n+    abc(); // O(n) operation\n+    pqr(); // O(log(n)) operation\n+ }\n+ ```\n+\n+The collective complexity of this code would be the summation of the complexity of both the sections. So, in this case, the overall complexity would be O(n + log n), which asymptotically will be O(n).\n+\n+2. When we have branches in our function with varying time complexity, depending on what type of runtime complexity we are talking about, we will need to pick the correct choice:\n+```javascript\n+ function xyz() {\n+    if (someCondition) {\n+        abc(); // O(n) operation\n+    } else {\n+        pqr(); // O(log(n)) operation\n+    }\n+ }\n+ ```\n+In this case, the worst case complexity will be decided by whatever is worst of the two branches, which would be O(n), but the best case complexity would be O(log(n)).\n+\n+3. Recursive algorithms are a little tricky compared to their non-recursive counterparts, since not only do we need to determine what the complexity of our algorithm is, we also need to keep in mind how many times recursion would get triggered because that would contribute toward the overall complexity of the algorithm as shown in the following code snippet:\n+```javascript\n+ function rec1(array) {\n+    // O(1) operations\n+    if (array.length === 0) return;\n+    array.pop();\n+    return rec1(array);\n+ }\n+ ```\n+\n+Although our method only performs some O(1) operations, it constantly changes the input and calls itself until the size of the input array is zero. So, our method ends up executing n times, making the overall time complexity of O(n).'}",[]
78,425,open,,1,['src/algorithms/search/binary-search/BinarySearch.js'],1,['Adding  Binary Search'],"{'Name': 'src/algorithms/search/binary-search/BinarySearch.js', 'Line Additions': 27, 'Line Deletions': 0, 'Patch': ""@@ -0,0 +1,27 @@\n+var myList = [1, 3, 5, 7, 9];\n+\n+function binarySearch(myList, itemToFind) {\n+\tvar low = 0,\n+        high = myList.length - 1,\n+        mid,\n+        guessed;\n+\n+\twhile(low <= high) {\n+\t    mid = Math.floor((low + high) / 2),\n+\t    guessed = myList[mid];\n+\n+\t    if(guessed === itemToFind) {\n+                console.log('Found item at index: ' + mid + ', value is ' + guessed);\n+\t\t    return;\n+\t    }\n+\t    if(itemToFind < guessed) {\n+\t        high = mid - 1;\n+            } else {\n+\t        low = mid + 1;\n+\t    }\n+        }\n+\n+\treturn null;\n+}\n+\n+binarySearch(myList, 3);""}",[]
79,426,open,,1,['README.md'],1,['Changed wording for clarity in README.md'],"{'Name': 'README.md', 'Line Additions': 3, 'Line Deletions': 3, 'Patch': ""@@ -25,7 +25,7 @@ only and it is **not** meant to be used for production.*\n \n ## Data Structures\n \n-A data structure is a particular way of organizing and storing data in a computer so that it can\n+A data structure is a way of organizing and storing data in a computer so that the data can\n be accessed and modified efficiently. More precisely, a data structure is a collection of data\n values, the relationships among them, and the functions or operations that can be applied to\n the data.\n@@ -147,7 +147,7 @@ a set of rules that precisely define a sequence of operations.\n \n ### Algorithms by Paradigm\n \n-An algorithmic paradigm is a generic method or approach which underlies the design of a class\n+An algorithmic paradigm is a generic method which underlies the design of a class\n of algorithms. It is an abstraction higher than the notion of an algorithm, just as an\n algorithm is an abstraction higher than a computer program.\n \n@@ -255,7 +255,7 @@ npm test -- 'playground'\n ### Big O Notation\n \n *Big O notation* is used to classify algorithms according to how their running time or space requirements grow as the input size grows.\n-On the chart below you may find most common orders of growth of algorithms specified in Big O notation.\n+On the chart below the most common orders of growth of algorithms are specified in Big O notation.\n \n ![Big O graphs](./assets/big-o-graph.png)\n ""}",[]
80,430,open,Modified the definition of BFS for readability. Hope this helps!,1,['src/algorithms/graph/breadth-first-search/README.md'],1,['Update README.md'],"{'Name': 'src/algorithms/graph/breadth-first-search/README.md', 'Line Additions': 1, 'Line Deletions': 5, 'Patch': ""@@ -1,10 +1,6 @@\n # Breadth-First Search (BFS)\n \n-Breadth-first search (BFS) is an algorithm for traversing \n-or searching tree or graph data structures. It starts at\n-the tree root (or some arbitrary node of a graph, sometimes \n-referred to as a 'search key') and explores the neighbor\n-nodes first, before moving to the next level neighbors.\n+Breadth-first search (BFS) is an algorithm for traversing graph data structures. It starts at the tree root or some arbitrary node of a graph, sometimes referred to as a 'search key'. The search then explores the neighbor nodes first before moving to the neighbors of neighbouring nodes.\n \n ![Algorithm Visualization](https://upload.wikimedia.org/wikipedia/commons/5/5d/Breadth-First-Search-Algorithm.gif)\n ""}",[]
81,431,open,Modified the definition of BFS for readability. Hope it helps!,1,['src/algorithms/graph/depth-first-search/README.md'],1,['Update README.md'],"{'Name': 'src/algorithms/graph/depth-first-search/README.md', 'Line Additions': 1, 'Line Deletions': 5, 'Patch': '@@ -1,10 +1,6 @@\n # Depth-First Search (DFS)\n \n-Depth-first search (DFS) is an algorithm for traversing or \n-searching tree or graph data structures. One starts at \n-the root (selecting some arbitrary node as the root in \n-the case of a graph) and explores as far as possible \n-along each branch before backtracking.\n+Depth-first search (DFS) is an algorithm for traversing graph data structures. The search starts at the tree root or some arbitrary node of a graph. The search explores a branch of nodes until reaching a terminal node before backtracking to explore another branch of nodes.\n \n ![Algorithm Visualization](https://upload.wikimedia.org/wikipedia/commons/7/7f/Depth-First-Search.gif)\n '}",[]
82,435,open,Resolves issue #234 ,3,"['src/algorithms/sorting/bogo-sort/BogoSort.js', 'src/algorithms/sorting/bogo-sort/README.md', 'src/algorithms/sorting/bogo-sort/__test__/BogoSort.test.js']",1,['Add BogoSort'],"{'Name': 'src/algorithms/sorting/bogo-sort/__test__/BogoSort.test.js', 'Line Additions': 59, 'Line Deletions': 0, 'Patch': ""@@ -0,0 +1,59 @@\n+import BogoSort from '../BogoSort';\n+import {\n+  equalArr,\n+  notSortedArr,\n+  reverseArr,\n+  sortedArr,\n+  SortTester,\n+} from '../../SortTester';\n+\n+const SORTED_ARRAY_VISITING_COUNT = 40;\n+const NOT_SORTED_ARRAY_VISITING_COUNT = 40;\n+const REVERSE_SORTED_ARRAY_VISITING_COUNT = 40;\n+const EQUAL_ARRAY_VISITING_COUNT = 40;\n+\n+describe('BogoSort', () => {\n+  it('should sort array', () => {\n+    SortTester.testSort(BogoSort);\n+  });\n+\n+  it('should sort array with custom comparator', () => {\n+    SortTester.testSortWithCustomComparator(BogoSort);\n+  });\n+\n+  it('should sort negative numbers', () => {\n+    SortTester.testNegativeNumbersSort(BogoSort);\n+  });\n+\n+  it('should visit EQUAL array element specified number of times', () => {\n+    SortTester.testAlgorithmTimeComplexity(\n+      BogoSort,\n+      equalArr,\n+      EQUAL_ARRAY_VISITING_COUNT,\n+    );\n+  });\n+\n+  it('should visit SORTED array element specified number of times', () => {\n+    SortTester.testAlgorithmTimeComplexity(\n+      BogoSort,\n+      sortedArr,\n+      SORTED_ARRAY_VISITING_COUNT,\n+    );\n+  });\n+\n+  it('should visit NOT SORTED array element specified number of times', () => {\n+    SortTester.testAlgorithmTimeComplexity(\n+      BogoSort,\n+      notSortedArr,\n+      NOT_SORTED_ARRAY_VISITING_COUNT,\n+    );\n+  });\n+\n+  it('should visit REVERSE SORTED array element specified number of times', () => {\n+    SortTester.testAlgorithmTimeComplexity(\n+      BogoSort,\n+      reverseArr,\n+      REVERSE_SORTED_ARRAY_VISITING_COUNT,\n+    );\n+  });\n+});""}",[]
